Features	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HC8	HC9	HC10	HC11	HC12	HC13	HC14	HC15	HC16	HC17	HC18	HC19	HC21	HC22	HC23	HC24	HC25	HC26	HC27	HC28	HC29	HC30	HC31	HC32	HC33	HC34	HC35	HC36	HC38	HC39	HC40	HC41	HC42	HC43	HC44	HC45	HC46	HC47	HC48	AF33	AF36	AF37	AF38	AF39	AF40	AF41	AF43	AF44	AF45	AF46	AF47	AF48	AF49	AF50	AF51	AF52	AF53	AF54	AF55	AF58	AF59	AF62	AF63	AF64	AF67	AF68	AF69	AF70	AF71	AF73	AF74	AF76	AF78	AF80	AF81	AF82	AF90	AF97	AF98	AF102	AF103	AF104	AF106	AF108	AF109	AF112	AF115	AF117	AF119	AF120	AF123	AF125	AF126	AF129	AF130	AF136	AF137	AF139	AF140	AF141	AF142	AF164	AF165	AF166	AF167	AF169	AF171	AF172	AF176	AF177	AF178	AF179	AF180	AF181	AF182	AF183	AF184	AF186	AF216	AF217	AF219	AF220	AF229	AF96	AF213	AF4	AF6	AF7	AF8	AF10	AF11	AF13	AF15	AF17	AF20	AF21	AF24	AF25
Genus_GutFungi_Dioszegia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	494	969	41	0	0	0	0	0	0	0	0	0	101	0	0	0	1	0	12	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	98	173	0	0	0	0	3	0	0	0	0	0	0	0	41	996	552	1030	463	1057	105	860	1140	259	175	9	399	202	219	299	409	46	27	55	353	282	67	0	202	280	1036	736	1039	608	889	402	350	912	552	327	1003	961
Genus_GutFungi_Fungi_gen_Incertae_sedis	996	4801	2660	7817	1044	119	8153	375	4557	22	927	209	2319	1212	640	884	78	533	5371	2160	751	407	265	36	544	2324	12226	1013	8434	7884	796	1414	12126	6828	9381	12031	8297	10272	11474	7131	2968	167	224	252	2184	1850	4589	2931	2007	1793	4439	7240	2956	696	7626	3272	163	1910	8490	5181	5202	1439	2726	1010	797	133	847	1140	108	11040	5465	159	2724	1893	5990	69	1101	154	162	11008	206	1043	279	364	3849	1939	6395	316	90	2399	9356	2959	1229	7451	9549	2798	1147	784	503	165	254	2033	3038	5681	119	403	10130	3873	1842	2723	1772	974	1279	5220	1648	1693	690	2200	159	1810	934	4016	2364	981	215	2902	1547	1225	818	182	3866	8117	694	1926	1541	1504	1205	1750	1071	563	1330	1185	546	1499	1431
Genus_GutFungi_Hanseniaspora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	28	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	1	2	2	1	1	2	1	0	9	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_GutFungi_Komagataella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	24	9	41	0	307	50	0	0	9	0	12	45	26	0	0	0	19	0	0	41	2	0	19	38	4	0	0	14	4	0	28	13	13	0	26	13	0	136	0	2	0	1	11	4	0	12	44	25	29	21	3	14	3	5	101	4	16	0	1	1	12	16	12	14	11	23	5	17	22	8	0	0	64	13	24	46	33	0	41	40	60	46	8	0	79	0	14	3	10	22	5	8	7	14	9	15	30	13
Genus_GutFungi_Kurtzmaniella	0	1	0	0	0	0	0	0	0	96	0	0	0	18	0	729	0	2	0	0	123	0	0	0	0	0	0	0	0	119	13	0	0	0	0	11	0	0	0	0	0	0	0	465	0	0	43	0	87	118	0	0	0	0	151	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	239	39	22	0	0	0	9	0	0	1	0	0	0	14	0	0	13	22	0	0	0	0	12	0	0	0	0	3	17	0	0	182	83	211	66	186	21	161	220	45	72	0	59	0	54	36	113	0	40	24	33	0	3	0	69	42	253	135	215	104	203	119	52	162	116	66	157	179
Genus_GutFungi_Lecanoromycetes_gen_Incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	1	0	4	0	0	0	0	0	11	3	2	6	27	60	70	0	330	0	11	3	315	6	11	107	72	147	21	46	0	1	0	3	5	0	3	83	285	4	615	0	0	0	5	15	4	26	0	0	0	0	10	7	0	2	1	109	0	3	0	13	0	0	0	61	19	24	2	11	0	4	20	16	58	2	2	9	44	5	1	39	2	25	98	9	106	12	0	438	3	34	28	26	0	260	28	65	30	90	21	53	13	10	41	9	6	25	10
Genus_GutFungi_Malassezia	4	5	740	6	2987	12	0	801	291	0	0	22	0	12	69	6053	0	149	0	407	0	1	23	0	108	0	0	20	0	0	0	0	0	0	150	0	39	275	27	135	10	2	0	290	7	0	513	97	73	12	313	730	643	734	29	63	140	33	82	206	241	11	340	195	119	200	79	35	34	98	7	20	27	29	356	10	34	370	75	83	57	100	60	22	446	5	32	392	3	17	44	0	67	133	564	72	77	52	233	38	0	292	13	201	1	37	4	204	35	34	47	67	43	12	52	18	26	202	20	649	51	125	279	124	22	591	106	73	32	0	187	25	15	106	37	79	17	82	29	14	96	115	28	68	36
Genus_GutFungi_Nakaseomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	3	0	0	9	0	1	0	0	5	0	0	0	0	61	0	0	2	1	0	0	4	1	0	1	1	11	6	8	5	19	2	8	10	2	4	10	0	0	0	2	5	12301	265	5	2	0	536	5	0	0	0	0	0	0	1	0	0	1	5	0	6	10	10	8	10	0	4	8	3	8160	0	3	53	0	0	0	147	0	0	0	0	0	0	1591	0	5	0	0	0	0	0	0	0	0	0	0	0	8
Genus_GutFungi_Penicillium	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	714	0	42	0	0	14	2	0	0	0	0	0	0	0	0	0	0	65	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	9	7	0	0	0	0	6	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	142	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	39	27	19	0	0	4	11	27	11	0	0	15	0	0	0	58	0	66	6	6	0	0	4	56	8	0	14	14	18	0	13	0	10	0	0	34	7
Genus_GutFungi_Saccharomyces	31	17	15	0	19	0	9	161	16	67	10993	11750	7825	10617	55	0	12354	0	534	8306	0	12029	10610	0	11438	10059	112	1291	0	1698	0	0	0	5569	1970	220	3244	59	138	56	4749	1764	12193	0	8746	9640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_GutFungi_Saccharomycetales_gen_Incertae_sedis	20	34	4558	0	27	627	22	24	271	0	181	274	0	6	26	0	2	0	0	0	59	0	0	25	0	12	0	254	0	1457	196	0	0	13	0	4	5	0	796	2	0	0	0	0	0	0	59	710	38	180	0	0	0	52	80	22	0	0	0	0	60	37	358	52	0	28	0	0	0	0	1	0	3	0	1	0	0	0	0	167	0	9	0	3	1	34	0	1	0	0	0	2	1	48	41	0	1	0	113	109	1	1	10	77	3	146	2	0	102	46	130	50	110	22	80	149	64	32	0	121	0	130	41	126	18	8	23	0	19	7	60	40	24	86	86	153	44	107	59	26	101	97	22	97	115
Genus_GutFungi_Saccharomycetes_gen_Incertae_sedis	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	539	4	1241	0	2	9550	0	3	12136	4	0	0	0	0	0	0	1484	0	0	0	0	1	0	0	0	0	0	3	536	1	0	1752	5829	3480	14	1904	274	2412	3740	2833	1617	4810	1213	1535	420	1588	0	354	74	8344	8507	3146	6581	11768	57	2116	6490	7329	7072	768	12212	799	10503	7814	0	9558	394	7838	11527	2365	7409	3239	5960	90	7282	32	5281	10955	1671	446	8568	551	346	9830	11286	9953	135	9251	5466	12231	7028	1069	77	1070	3385	945	6087	2683	168	644	649	150	1330	12217	5670	602	4802	349	2319	11664	2513	7461	327	9418	11483	564	376	244	486	405	538	356	572	376	225	660	421	200	536	1097
Genus_GutFungi_Yarrowia	0	0	0	1602	0	0	0	0	0	0	127	29	0	0	0	1004	0	1239	0	0	60	83	0	298	0	0	0	0	6	0	117	65	0	0	0	0	0	0	0	0	0	0	0	241	0	0	862	406	786	3711	203	884	651	58	42	203	95	80	151	225	189	9	647	61	32	44	297	19	39	287	257	34	0	72	41	1	7	177	152	113	54	273	93	37	132	107	55	679	3	369	18	153	57	167	188	2	94	21	166	37	40	338	35	143	21	30	13	123	1797	888	1563	623	1351	222	1457	1522	666	1003	1	654	144	432	377	244	40	210	262	476	154	85	537	696	393	1852	1231	1825	833	1774	953	445	1242	1082	446	1684	1567
