package	load_name	status	version	library_dir	source_type	profile	message
beeswarm	beeswarm	OK	0.4.0	/usr/local/lib/R/site-library	existing_library	library	
benchmarkme	benchmarkme	OK	1.0.8	/opt/mobior-full/site-library	existing_library	library	
benchmarkmeData	benchmarkmeData	OK	2.0.0	/opt/mobior-full/site-library	existing_library	library	
BH	BH	OK	1.90.0.1	/usr/local/lib/R/site-library	existing_library	library	
Biobase	Biobase	OK	2.72.0	/usr/local/lib/R/site-library	existing_library	library	
BiocBaseUtils	BiocBaseUtils	OK	1.14.2	/usr/local/lib/R/site-library	existing_library	library	
BiocGenerics	BiocGenerics	OK	0.58.1	/usr/local/lib/R/site-library	existing_library	library	
BiocManager	BiocManager	OK	1.30.27	/usr/local/lib/R/site-library	cran;existing_library	core;library	
BiocNeighbors	BiocNeighbors	OK	2.6.0	/usr/local/lib/R/site-library	existing_library	library	
BiocParallel	BiocParallel	OK	1.46.0	/usr/local/lib/R/site-library	bioconductor;existing_library	full;library	
BiocSingular	BiocSingular	OK	1.28.0	/usr/local/lib/R/site-library	existing_library	library	
BiocVersion	BiocVersion	OK	3.23.1	/usr/local/lib/R/site-library	existing_library	library	
biomaRt	biomaRt	OK	2.68.0	/opt/mobior-full/site-library	bioconductor	full	
biomformat	biomformat	OK	1.40.0	/usr/local/lib/R/site-library	existing_library	library	
Biostrings	Biostrings	OK	2.80.1	/usr/local/lib/R/site-library	bioconductor;existing_library	full;library	
bit	bit	OK	4.6.0	/usr/local/lib/R/site-library	existing_library	library	
bit64	bit64	OK	4.8.2	/usr/local/lib/R/site-library	existing_library	library	
bitops	bitops	OK	1.0.9	/usr/local/lib/R/site-library	existing_library	library	
blob	blob	OK	1.3.0	/opt/mobior-full/site-library	existing_library	library	
bluster	bluster	OK	1.22.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
bookdown	bookdown	OK	0.46	/opt/mobior-full/site-library	existing_library	library	
boot	boot	OK	1.3.32	/usr/lib/R/library	existing_library	library	
Boruta	Boruta	OK	10.0.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
brew	brew	OK	1.0.10	/opt/mobior-full/site-library	existing_library	library	
brio	brio	OK	1.1.5	/opt/mobior-full/site-library	existing_library	library	
broom	broom	OK	1.0.13	/usr/local/lib/R/site-library	cran;existing_library	core;library	
bslib	bslib	OK	0.11.0	/usr/local/lib/R/site-library	existing_library	library	
BWStest	BWStest	OK	0.2.3	/opt/mobior-full/site-library	existing_library	library	
cachem	cachem	OK	1.1.0	/usr/local/lib/R/site-library	existing_library	library	
Cairo	Cairo	OK	1.7.0	/usr/local/lib/R/site-library	existing_library	library	
calibrate	calibrate	OK	1.7.7	/opt/mobior-full/site-library	existing_library	library	
callr	callr	OK	3.8.0	/opt/mobior-full/site-library	existing_library	library	
car	car	OK	3.1.5	/usr/local/lib/R/site-library	existing_library	library	
carData	carData	OK	3.0.6	/usr/local/lib/R/site-library	existing_library	library	
caret	caret	OK	7.0.1	/opt/mobior-full/site-library	existing_library	library	
caTools	caTools	OK	1.18.3	/usr/local/lib/R/site-library	existing_library	library	
cellranger	cellranger	OK	1.1.0	/usr/local/lib/R/site-library	existing_library	library	
checkmate	checkmate	OK	2.3.4	/usr/local/lib/R/site-library	existing_library	library	
circlize	circlize	OK	0.4.18	/opt/mobior-full/site-library	existing_library	library	
clarabel	clarabel	OK	0.11.2	/opt/mobior-full/site-library	existing_library	library	
class	class	OK	7.3.23	/usr/lib/R/library	existing_library	library	
classInt	classInt	OK	0.4.11	/opt/mobior-full/site-library	existing_library	library	
cli	cli	OK	3.6.6	/usr/local/lib/R/site-library	existing_library	library	
clipr	clipr	OK	0.8.1	/usr/local/lib/R/site-library	existing_library	library	
clock	clock	OK	0.7.4	/opt/mobior-full/site-library	existing_library	library	
clue	clue	OK	0.3.68	/opt/mobior-full/site-library	existing_library	library	
cluster	cluster	OK	2.1.8.2	/usr/lib/R/library	existing_library	library	
clusterProfiler	clusterProfiler	OK	4.20.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
clustree	clustree	OK	0.5.1	/opt/mobior-full/site-library	cran	full	
cmprsk	cmprsk	OK	2.2.12	/opt/mobior-full/site-library	existing_library	library	
coda	coda	OK	0.19.4.1	/opt/mobior-full/site-library	existing_library	library	
codetools	codetools	OK	0.2.20	/usr/lib/R/library	existing_library	library	
collections	collections	OK	0.3.12	/opt/mobior-full/site-library	existing_library	library	
colorspace	colorspace	OK	2.1.2	/usr/local/lib/R/site-library	existing_library	library	
commonmark	commonmark	OK	2.0.0	/usr/local/lib/R/site-library	existing_library	library	
compiler	compiler	OK	4.6.0	/usr/lib/R/library	existing_library	library	
ComplexHeatmap	ComplexHeatmap	OK	2.28.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
compositions	compositions	OK	2.0.9	/opt/mobior-full/site-library	existing_library	library	
conflicted	conflicted	OK	1.2.0	/opt/mobior-full/site-library	existing_library	library	
contfrac	contfrac	OK	1.1.12	/opt/mobior-full/site-library	existing_library	library	
coro	coro	OK	1.1.0	/opt/mobior-full/site-library	existing_library	library	
corpcor	corpcor	OK	1.6.10	/opt/mobior-full/site-library	existing_library	library	
correlation	correlation	OK	0.8.8	/opt/mobior-full/site-library	existing_library	library	
corrplot	corrplot	OK	0.95	/usr/local/lib/R/site-library	existing_library	library	
covr	covr	OK	3.6.5	/opt/mobior-full/site-library	existing_library	library	
cowplot	cowplot	OK	1.2.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
cpp11	cpp11	OK	0.5.5	/usr/local/lib/R/site-library	existing_library	library	
crayon	crayon	OK	1.5.3	/usr/local/lib/R/site-library	existing_library	library	
createKEGGdb	createKEGGdb	OK	0.0.5	/opt/mobior-full/site-library	github	full	
credentials	credentials	OK	2.0.3	/opt/mobior-full/site-library	existing_library	library	
crmn	crmn	OK	0.0.21	/opt/mobior-full/site-library	existing_library	library	
crosstalk	crosstalk	OK	1.2.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
curl	curl	OK	7.1.0	/usr/local/lib/R/site-library	existing_library	library	
CVST	CVST	OK	0.2.3	/opt/mobior-full/site-library	existing_library	library	
CVXR	CVXR	OK	1.8.2	/opt/mobior-full/site-library	existing_library	library	
data.table	data.table	OK	1.18.4	/usr/local/lib/R/site-library	cran;existing_library	full;library	
data.tree	data.tree	OK	1.2.0	/opt/mobior-full/site-library	existing_library	library	
DataExplorer	DataExplorer	OK	0.9.0	/opt/mobior-full/site-library	existing_library	library	
datasets	datasets	OK	4.6.0	/usr/lib/R/library	existing_library	library	
datawizard	datawizard	OK	1.3.1	/opt/mobior-full/site-library	existing_library	library	
DBI	DBI	OK	1.3.0	/usr/local/lib/R/site-library	existing_library	library	
dbplyr	dbplyr	OK	2.5.2	/opt/mobior-full/site-library	existing_library	library	
dbscan	dbscan	OK	1.2.4	/opt/mobior-full/site-library	existing_library	library	
DECIPHER	DECIPHER	OK	3.8.0	/usr/local/lib/R/site-library	existing_library	library	
decontam	decontam	OK	1.32.0	/usr/local/lib/R/site-library	existing_library	library	
deeptime	deeptime	OK	2.3.1	/opt/mobior-full/site-library	existing_library	library	
deeptimedata	deeptimedata	OK	1.0.0	/opt/mobior-full/site-library	existing_library	library	
DelayedArray	DelayedArray	OK	0.38.2	/usr/local/lib/R/site-library	existing_library	library	
DelayedMatrixStats	DelayedMatrixStats	OK	1.34.0	/usr/local/lib/R/site-library	existing_library	library	
deldir	deldir	OK	2.0.4	/opt/mobior-full/site-library	existing_library	library	
dendextend	dendextend	OK	1.19.1	/opt/mobior-full/site-library	existing_library	library	
DEoptimR	DEoptimR	OK	1.2.0	/usr/local/lib/R/site-library	existing_library	library	
Deriv	Deriv	OK	4.2.0	/usr/local/lib/R/site-library	existing_library	library	
desc	desc	OK	1.4.3	/opt/mobior-full/site-library	existing_library	library	
DescTools	DescTools	OK	0.99.60	/usr/local/lib/R/site-library	existing_library	library	
DESeq2	DESeq2	OK	1.52.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
deSolve	deSolve	OK	1.42	/opt/mobior-full/site-library	existing_library	library	
devtools	devtools	OK	2.5.2	/opt/mobior-full/site-library	cran;existing_library	full;library	
diagram	diagram	OK	1.6.5	/opt/mobior-full/site-library	existing_library	library	
diffobj	diffobj	OK	0.3.6	/opt/mobior-full/site-library	existing_library	library	
digest	digest	OK	0.6.39	/usr/local/lib/R/site-library	existing_library	library	
diptest	diptest	OK	0.77.2	/usr/local/lib/R/site-library	existing_library	library	
directlabels	directlabels	OK	2026.4.23	/opt/mobior-full/site-library	existing_library	library	
DirichletMultinomial	DirichletMultinomial	OK	1.54.0	/usr/local/lib/R/site-library	existing_library	library	
doBy	doBy	OK	4.7.1	/usr/local/lib/R/site-library	existing_library	library	
docopt	docopt	OK	0.7.2	/opt/mobior-full/site-library	existing_library	library	
doFuture	doFuture	OK	1.2.2	/usr/local/lib/R/site-library	existing_library	library	
doParallel	doParallel	OK	1.0.17	/usr/local/lib/R/site-library	existing_library	library	
doRNG	doRNG	OK	1.8.6.3	/usr/local/lib/R/site-library	existing_library	library	
DOSE	DOSE	OK	4.6.0	/opt/mobior-full/site-library	existing_library	library	
DoubletFinder	DoubletFinder	OK	2.0.6	/opt/mobior-full/site-library	github	full	
downlit	downlit	OK	0.4.5	/opt/mobior-full/site-library	existing_library	library	
downloader	downloader	OK	0.4.1	/opt/mobior-full/site-library	existing_library	library	
dplyr	dplyr	OK	1.2.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
dqrng	dqrng	OK	0.4.1	/usr/local/lib/R/site-library	existing_library	library	
DT	DT	OK	0.34.0	/opt/mobior-full/site-library	existing_library	library	
